"SubjNum","voto_sen_candidato_1","voto_sen_candidato_2","voto_sen_candidato_3","voto_sen_candidato_4","voto_sen_candidato_5","voto_sen_candidato_6","voto_sen_candidato_7","voto_sen_candidato_8","voto_sen_candidato_9","ident_partido","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
462,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",86,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
463,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",24,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
464,"No respondió",NA,NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","MORENA","Mujer",60,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
465,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",46,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
466,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",63,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
467,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",56,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
468,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",52,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
469,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Mujer",71,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
470,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",69,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
471,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",79,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
472,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Hombre",53,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
473,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",44,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
474,"Julieta Ramírez y Armando Ayala de Morena",NA,"No respondió","Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"MORENA","Mujer",40,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
475,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",40,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
476,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",53,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
477,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",72,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
478,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",20,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
479,"No respondió",NA,NA,NA,NA,NA,NA,NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","PT- Partido del Trabajo","Mujer",45,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
480,"Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,"MORENA","Mujer",77,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
481,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",26,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
482,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",56,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
483,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"PAN - Partido Acción Nacional","Hombre",89,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
484,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",29,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
485,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",77,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
486,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",32,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
487,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",18,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
488,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",52,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
489,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",91,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
490,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",24,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
491,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PVEM – Partido Verde Ecologista de México","Hombre",58,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
492,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",83,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
493,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,NA,"MORENA","Mujer",86,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
494,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",92,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
495,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRD - Partido de la Revolución Democrática","Hombre",51,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
496,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",68,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
497,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,"PAN - Partido Acción Nacional","Hombre",100,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
498,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",57,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
499,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",79,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
500,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",87,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
501,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena",NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"No sabe/No respondió","Mujer",89,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
502,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",77,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
503,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",86,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
504,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",73,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
505,"No respondió","Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",81,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
506,"No respondió",NA,NA,NA,NA,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,"Julieta Ramírez y Armando Ayala de Morena","Julieta Ramírez y Armando Ayala de Morena","MORENA","Mujer",39,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
507,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","MORENA","Hombre",18,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
508,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",44,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
509,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",46,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
510,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",52,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
511,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",57,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
512,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",93,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
513,"Julieta Ramírez y Armando Ayala de Morena",NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","PRI - Partido Revolucionario Institucional","Hombre",17,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
514,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",50,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
515,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",98,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
516,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",71,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
517,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",24,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
518,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",86,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
519,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,"MORENA","Mujer",63,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
520,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",38,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
521,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"No sabe/No respondió","Mujer",65,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
522,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",73,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
523,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","MORENA","Hombre",25,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
524,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",61,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
525,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",100,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
526,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",78,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
527,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",72,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
528,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",52,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
529,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",63,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
530,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",40,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
531,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",50,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
532,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",90,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
533,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",99,"Sí","c(-115.514127073| 32.654831669)",235,"B1"
534,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"Ninguno","Hombre",75,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
535,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",73,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
536,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",98,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
537,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",68,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
538,"Julieta Ramírez y Armando Ayala de Morena",NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"MORENA","Hombre",55,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
539,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",67,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
540,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",95,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
541,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",66,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
542,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",76,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
543,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena","MORENA","Mujer",98,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
544,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",36,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
545,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",50,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
546,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",31,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
547,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",90,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
548,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",100,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
549,"No respondió",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Mujer",97,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
550,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",37,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
551,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",41,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
552,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",89,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
553,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",90,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
554,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",26,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
555,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Mujer",66,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
556,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"MORENA","Mujer",62,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
557,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",61,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
558,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",69,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
559,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",46,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
560,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"No sabe/No respondió","Hombre",36,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
561,"David Saul Guakil y Argelia Núñez de (MC)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",51,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
562,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",33,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
563,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",47,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
564,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",99,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
565,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",94,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
566,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",82,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
567,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",49,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
568,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",95,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
569,"Gustavo Sánchez y Guadalupe Gutiérrez del PRD",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",41,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
570,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",60,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
571,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",23,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
572,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",48,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
573,"Voto nulo",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",39,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
574,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Mujer",45,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
575,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,"No sabe/No respondió","Mujer",84,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
576,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",45,"Sí","c(-115.508397829| 32.654203873)",236,"B1"
577,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",44,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
578,"Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)",NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",46,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
579,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PT- Partido del Trabajo","Hombre",92,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
580,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",21,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
581,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",36,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
582,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",23,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
583,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Mujer",70,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
584,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",49,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
585,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",87,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
586,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",90,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
587,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN",NA,NA,NA,NA,NA,NA,NA,NA,"PAN - Partido Acción Nacional","Hombre",87,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
588,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",52,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
589,"Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",22,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
590,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",93,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
591,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Mujer",69,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
592,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",85,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
593,"Gustavo Sánchez y Guadalupe Gutiérrez del PRI",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",70,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
594,"Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Hombre",48,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
595,"Julieta Ramírez y Armando Ayala de Morena",NA,NA,NA,NA,NA,NA,NA,NA,"MORENA","Hombre",23,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
596,"No respondió",NA,NA,NA,NA,NA,NA,NA,NA,"PRI - Partido Revolucionario Institucional","Mujer",61,"Sí","c(-115.474779003| 32.655052977)",246,"C1"
