"","ident_partido","voto_sen_candidato","sexo","edad","si_voto","geometry","seccion","tipo_casilla"
"1232","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",50,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1233","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",77,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1234","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",97,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1235","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",59,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1236","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",55,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1237","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1238","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",34,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1239","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",41,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1240","PAN - Partido Acción Nacional","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",68,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1241","PRI - Partido Revolucionario Institucional","No respondió","Mujer",23,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1242","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",91,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1243","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",73,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1244","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",100,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1245","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",94,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1246","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",45,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1247","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",100,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1248","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",43,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1249","Ninguno","Julieta Ramírez y Armando Ayala de Morena","Mujer",53,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1250","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",64,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1251","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",63,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1252","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",22,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1253","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",57,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1254","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",40,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1255","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",24,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1256","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",95,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1257","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",18,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1258","PVEM – Partido Verde Ecologista de México","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",22,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1259","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",72,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1260","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",38,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1261","MC - Movimiento Ciudadano","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",27,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1262","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",61,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1263","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",69,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1264","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",62,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1265","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",55,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1266","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",73,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1267","PAN - Partido Acción Nacional","David Saul Guakil y Argelia Núñez de (MC)","Mujer",72,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1268","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",74,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1269","PVEM – Partido Verde Ecologista de México","Julieta Ramírez y Armando Ayala de Morena","Mujer",67,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1270","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",94,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1271","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1272","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",18,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1273","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",81,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1274","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",53,"Sí","c(-115.483662944| 32.598145313)",538,"B1"
"1275","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",40,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1276","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",55,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1277","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",42,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1278","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",19,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1279","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",80,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1280","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",73,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1281","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",59,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1282","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",51,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1283","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",68,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1284","No sabe/No respondió","Voto nulo","Hombre",51,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1285","MC - Movimiento Ciudadano","Julieta Ramírez y Armando Ayala de Morena","Hombre",19,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1286","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",44,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1287","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",76,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1288","MORENA","No respondió","Mujer",88,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1289","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",68,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1290","MORENA","No respondió","Hombre",76,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1291","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",33,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1292","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1293","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",22,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1294","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",80,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1295","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Mujer",28,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1296","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",45,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1297","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",52,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1298","MORENA","No respondió","Mujer",34,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1299","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",92,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1300","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",66,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1301","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",79,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1302","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",99,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1303","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",100,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1304","PT- Partido del Trabajo","No respondió","Hombre",63,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1305","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",63,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1306","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",30,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1307","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",47,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1308","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",68,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1309","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",69,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1310","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",53,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1311","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",63,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1312","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",92,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1313","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",35,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1314","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",52,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1315","PT- Partido del Trabajo","Julieta Ramírez y Armando Ayala de Morena","Mujer",76,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1316","MORENA","Jaime Bonilla y Janeth Tapia del Partido del Trabajo (PT)","Mujer",35,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1317","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",58,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1318","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",45,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1319","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",25,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1320","No sabe/No respondió","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",42,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1321","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",54,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1322","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",33,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1323","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",71,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1324","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",39,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1325","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",96,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1326","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",78,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1327","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",70,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1328","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",93,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1329","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",26,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1330","PRD - Partido de la Revolución Democrática","Julieta Ramírez y Armando Ayala de Morena","Mujer",59,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1331","Ninguno","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",64,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1332","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",51,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1333","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",64,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1334","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",83,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1335","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",29,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1336","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",79,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1337","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",53,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1338","PAN - Partido Acción Nacional","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",21,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1339","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Hombre",32,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1340","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",25,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1341","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",93,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1342","No sabe/No respondió","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",84,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1343","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",71,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1344","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",35,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1345","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",64,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1346","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",19,"Sí","c(-115.483662944| 32.598145313)",538,"C5"
"1347","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",59,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1348","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",58,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1349","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",23,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1350","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",22,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1351","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",98,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1352","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",60,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1353","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",28,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1354","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",32,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1355","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",83,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1356","Ninguno","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",52,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1357","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",98,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1358","PT- Partido del Trabajo","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",77,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1359","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",97,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1360","MORENA","Julieta Ramírez y Armando Ayala de Morena","Mujer",27,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1361","PAN - Partido Acción Nacional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",84,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1362","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",99,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1363","PAN - Partido Acción Nacional","No respondió","Hombre",23,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1364","MC - Movimiento Ciudadano","Julieta Ramírez y Armando Ayala de Morena","Hombre",77,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1365","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",46,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1366","MORENA","Julieta Ramírez y Armando Ayala de Morena","Hombre",86,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1367","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",62,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1368","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",46,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1369","PRI - Partido Revolucionario Institucional","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",66,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1370","PRI - Partido Revolucionario Institucional","Julieta Ramírez y Armando Ayala de Morena","Hombre",53,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1371","MORENA","David Saul Guakil y Argelia Núñez de (MC)","Hombre",18,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1372","PAN - Partido Acción Nacional","Juan Carlos Hank y Mónica Vega de Partido Verde (PVEM)","Hombre",92,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1373","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Hombre",80,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1374","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",54,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1375","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PRI","Hombre",55,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1376","MC - Movimiento Ciudadano","Julieta Ramírez y Armando Ayala de Morena","Mujer",54,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1377","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Mujer",29,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1378","No sabe/No respondió","Julieta Ramírez y Armando Ayala de Morena","Mujer",84,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1379","MORENA","Gustavo Sánchez y Guadalupe Gutiérrez del PAN","Mujer",45,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
"1380","PAN - Partido Acción Nacional","Julieta Ramírez y Armando Ayala de Morena","Hombre",56,"Sí","c(-115.566902159| 32.62812614)",545,"C1"
